"modules","drugs","module_size","DEG_up","DEG_down","drug_module_genes","DE_drug","p_value","adjusted_pvalue"
94,"prednisolone homo sapiens gpl570 gse32962 chdir down",34,5,0,3,0,NA,NA
94,"ethanol homo sapiens gpl96 gds2767 chdir down",34,5,0,6,1,1.27844087564591e-05,0.00446175865600424
94,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",34,5,0,3,1,0.00328057594157006,0.572460501803975
94,"doxorubicin mus musculus gpl8321 gse17115 chdir down",34,5,0,1,0,NA,NA
94,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",34,5,0,2,0,NA,NA
94,"decitabine homo sapiens gpl96 gse19610 chdir down",34,5,0,2,0,0.0155147163308045,1
94,"letrozole homo sapiens gpl3921 gse33366 chdir down",34,5,0,1,1,NA,NA
94,"enzalutamide homo sapiens gpl570 gse44905 chdir down",34,5,0,2,0,NA,NA
94,"imatinib homo sapiens gpl201 gds838 chdir down",34,5,0,1,0,NA,NA
94,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",34,5,0,1,0,NA,NA
94,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",34,5,0,1,0,NA,NA
94,"celecoxib homo sapiens gpl8300 gds3384 chdir down",34,5,0,1,0,NA,NA
94,"vorinostat homo sapiens gpl571 gse18544 chdir down",34,5,0,3,0,0.029108536754579,1
94,"probucol mus musculus gpl9526 gds3619 chdir down",34,5,0,1,0,NA,NA
94,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",34,5,0,2,0,NA,NA
94,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",34,5,0,1,0,NA,NA
94,"estradiol homo sapiens gpl6947 gse27375 chdir down",34,5,0,1,1,NA,NA
94,"deferasirox homo sapiens gpl570 gds3558 chdir down",34,5,0,1,0,NA,NA
95,"prednisolone homo sapiens gpl570 gse32962 chdir down",52,5,0,13,0,1.7156664158479e-07,5.98767579130918e-05
95,"ethanol homo sapiens gpl96 gds2767 chdir down",52,5,0,8,2,1.32892012315367e-06,0.00030919541532042
95,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",52,5,0,4,1,0.00112873669635243,0.131309702342333
95,"doxorubicin mus musculus gpl8321 gse17115 chdir down",52,5,0,2,0,0.0468924926367905,1
95,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",52,5,0,3,0,NA,NA
95,"decitabine homo sapiens gpl96 gse19610 chdir down",52,5,0,3,0,0.00309469756664265,0.30858555735951
95,"letrozole homo sapiens gpl3921 gse33366 chdir down",52,5,0,1,1,NA,NA
95,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",52,5,0,1,0,NA,NA
95,"enzalutamide homo sapiens gpl570 gse44905 chdir down",52,5,0,4,0,NA,NA
95,"valproic acid mus musculus gpl6885 gse41020 chdir down",52,5,0,1,0,NA,NA
95,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",52,5,0,1,0,NA,NA
95,"valproic acid homo sapiens gpl570 gse14973 chdir down",52,5,0,1,0,NA,NA
95,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",52,5,0,1,0,NA,NA
95,"dexamethasone mus musculus gpl339 gse2342 chdir down",52,5,0,1,0,NA,NA
95,"celecoxib homo sapiens gpl8300 gds3384 chdir down",52,5,0,1,0,NA,NA
95,"captopril mus musculus gpl1261 gds3683 chdir down",52,5,0,1,0,NA,NA
95,"vorinostat homo sapiens gpl571 gse18544 chdir down",52,5,0,1,0,NA,NA
95,"probucol mus musculus gpl9526 gds3619 chdir down",52,5,0,1,0,NA,NA
95,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",52,5,0,2,0,NA,NA
95,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",52,5,0,2,0,NA,NA
95,"estradiol homo sapiens gpl6947 gse27375 chdir down",52,5,0,1,1,NA,NA
96,"prednisolone homo sapiens gpl570 gse32962 chdir down",48,3,0,4,0,NA,NA
96,"ethanol homo sapiens gpl96 gds2767 chdir down",48,3,0,12,1,7.09305764993137e-12,4.9509542396521e-09
96,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",48,3,0,2,0,NA,NA
96,"doxorubicin mus musculus gpl8321 gse17115 chdir down",48,3,0,1,0,NA,NA
96,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",48,3,0,2,0,NA,NA
96,"decitabine homo sapiens gpl96 gse19610 chdir down",48,3,0,1,0,NA,NA
96,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",48,3,0,5,0,0.000187001877530802,0.0261054621032999
96,"enzalutamide homo sapiens gpl570 gse44905 chdir down",48,3,0,2,0,NA,NA
96,"dexamethasone homo sapiens gpl570 gse37474 chdir down",48,3,0,1,0,NA,NA
96,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",48,3,0,3,0,NA,NA
96,"valproic acid homo sapiens gpl570 gse14973 chdir down",48,3,0,1,0,NA,NA
96,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",48,3,0,3,0,0.0225439524239593,0.437102188664543
96,"dexamethasone mus musculus gpl339 gse2342 chdir down",48,3,0,2,0,NA,NA
96,"celecoxib homo sapiens gpl8300 gds3384 chdir down",48,3,0,1,0,NA,NA
96,"captopril mus musculus gpl1261 gds3683 chdir down",48,3,0,6,0,0.0362751592042947,0.516735941318321
96,"vorinostat homo sapiens gpl571 gse18544 chdir down",48,3,0,2,0,NA,NA
96,"probucol mus musculus gpl9526 gds3619 chdir down",48,3,0,1,0,NA,NA
96,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",48,3,0,5,0,0.0466972808490356,0.561977621252187
96,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",48,3,0,6,0,NA,NA
96,"deferasirox homo sapiens gpl570 gds3558 chdir down",48,3,0,14,0,4.81967011388895e-06,0.00168206486974724
97,"prednisolone homo sapiens gpl570 gse32962 chdir down",54,4,0,5,0,NA,NA
97,"ethanol homo sapiens gpl96 gds2767 chdir down",54,4,0,2,0,NA,NA
97,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",54,4,0,1,0,NA,NA
97,"doxorubicin mus musculus gpl8321 gse17115 chdir down",54,4,0,4,0,0.000456880894736349,0.159451432262986
97,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",54,4,0,2,0,NA,NA
97,"celecoxib homo sapiens gpl8300 gse11237 chdir down",54,4,0,1,0,NA,NA
97,"letrozole homo sapiens gpl3921 gse33366 chdir down",54,4,0,1,0,NA,NA
97,"enzalutamide homo sapiens gpl570 gse44905 chdir down",54,4,0,5,0,0.0288142720740871,1
97,"imatinib homo sapiens gpl201 gds838 chdir down",54,4,0,1,0,NA,NA
97,"valproic acid mus musculus gpl6885 gse41020 chdir down",54,4,0,1,0,NA,NA
97,"vorinostat homo sapiens gpl6884 gse46703 chdir down",54,4,0,1,0,NA,NA
97,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",54,4,0,2,0,0.0216583250976375,1
97,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",54,4,0,2,0,0.0288329424104932,1
97,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",54,4,0,1,0,NA,NA
97,"valproic acid homo sapiens gpl570 gse14973 chdir down",54,4,0,1,0,NA,NA
97,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",54,4,0,1,0,NA,NA
97,"dexamethasone mus musculus gpl339 gse2342 chdir down",54,4,0,1,0,NA,NA
97,"captopril mus musculus gpl1261 gds3683 chdir down",54,4,0,2,0,NA,NA
97,"vorinostat homo sapiens gpl571 gse18544 chdir down",54,4,0,1,0,NA,NA
97,"probucol mus musculus gpl9526 gds3619 chdir down",54,4,0,1,0,NA,NA
97,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",54,4,0,1,0,NA,NA
97,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",54,4,0,1,0,NA,NA
97,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",54,4,0,5,0,NA,NA
97,"deferasirox homo sapiens gpl570 gds3558 chdir down",54,4,0,1,0,NA,NA
98,"prednisolone homo sapiens gpl570 gse32962 chdir down",32,3,0,2,0,NA,NA
98,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",32,3,0,4,1,0.000171900488219748,0.0399955135924613
98,"decitabine homo sapiens gpl96 gse19610 chdir down",32,3,0,1,0,NA,NA
98,"letrozole homo sapiens gpl3921 gse33366 chdir down",32,3,0,1,0,NA,NA
98,"enzalutamide homo sapiens gpl570 gse44905 chdir down",32,3,0,3,0,NA,NA
98,"imatinib homo sapiens gpl201 gds838 chdir down",32,3,0,1,0,NA,NA
98,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",32,3,0,1,0,NA,NA
98,"captopril mus musculus gpl1261 gds3683 chdir down",32,3,0,1,0,NA,NA
98,"vorinostat homo sapiens gpl571 gse18544 chdir down",32,3,0,2,0,NA,NA
98,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",32,3,0,1,1,NA,NA
98,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",32,3,0,1,0,NA,NA
98,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",32,3,0,1,0,NA,NA
98,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",32,3,0,2,0,NA,NA
98,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",32,3,0,2,0,NA,NA
98,"deferasirox homo sapiens gpl570 gds3558 chdir down",32,3,0,4,0,NA,NA
99,"prednisolone homo sapiens gpl570 gse32962 chdir down",65,4,0,7,2,NA,NA
99,"ethanol homo sapiens gpl96 gds2767 chdir down",65,4,0,7,1,6.74306581824168e-05,0.0117666498528317
99,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",65,4,0,4,0,0.0025837187254467,0.138725820797062
99,"doxorubicin mus musculus gpl8321 gse17115 chdir down",65,4,0,1,0,NA,NA
99,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",65,4,0,2,0,NA,NA
99,"celecoxib homo sapiens gpl8300 gse11237 chdir down",65,4,0,5,0,0.000168832619798894,0.0168350240885183
99,"letrozole homo sapiens gpl3921 gse33366 chdir down",65,4,0,2,0,NA,NA
99,"enzalutamide homo sapiens gpl570 gse44905 chdir down",65,4,0,6,0,0.0175555164375021,0.583511927303641
99,"imatinib homo sapiens gpl201 gds838 chdir down",65,4,0,1,0,NA,NA
99,"valproic acid mus musculus gpl6885 gse41020 chdir down",65,4,0,1,1,NA,NA
99,"vorinostat homo sapiens gpl6884 gse46703 chdir down",65,4,0,2,0,0.00610185648070154,0.266193488970605
99,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",65,4,0,1,0,NA,NA
99,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",65,4,0,2,0,0.0404879597564717,1
99,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",65,4,0,3,0,NA,NA
99,"valproic acid homo sapiens gpl570 gse14973 chdir down",65,4,0,11,1,2.78114411845969e-06,0.00064707953156162
99,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",65,4,0,2,0,NA,NA
99,"dexamethasone mus musculus gpl339 gse2342 chdir down",65,4,0,2,0,NA,NA
99,"celecoxib homo sapiens gpl8300 gds3384 chdir down",65,4,0,2,1,NA,NA
99,"captopril mus musculus gpl1261 gds3683 chdir down",65,4,0,4,0,NA,NA
99,"probucol mus musculus gpl9526 gds3619 chdir down",65,4,0,1,0,NA,NA
99,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",65,4,0,2,0,NA,NA
99,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",65,4,0,4,0,NA,NA
99,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",65,4,0,1,1,NA,NA
99,"estradiol homo sapiens gpl6947 gse27375 chdir down",65,4,0,3,0,NA,NA
99,"deferasirox homo sapiens gpl570 gds3558 chdir down",65,4,0,2,0,NA,NA
101,"prednisolone homo sapiens gpl570 gse32962 chdir down",34,4,0,3,0,NA,NA
101,"ethanol homo sapiens gpl96 gds2767 chdir down",34,4,0,1,0,NA,NA
101,"dexamethasone mus musculus gpl339 gse2342 chdir down",34,4,0,1,0,NA,NA
101,"probucol mus musculus gpl9526 gds3619 chdir down",34,4,0,1,0,NA,NA
101,"deferasirox homo sapiens gpl570 gds3558 chdir down",34,4,0,1,0,NA,NA
102,"prednisolone homo sapiens gpl570 gse32962 chdir down",31,3,0,7,0,0.0002532401710274,0.0441904098442813
102,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",31,3,0,2,0,0.0302980453723306,1
102,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",31,3,0,4,0,0.00332270968309379,0.331321622685638
102,"decitabine homo sapiens gpl96 gse19610 chdir down",31,3,0,1,0,NA,NA
102,"letrozole homo sapiens gpl3921 gse33366 chdir down",31,3,0,1,0,NA,NA
102,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",31,3,0,1,0,NA,NA
102,"valproic acid homo sapiens gpl570 gse14973 chdir down",31,3,0,1,0,NA,NA
102,"celecoxib homo sapiens gpl8300 gds3384 chdir down",31,3,0,3,0,0.0128788834106175,0.898946062061101
102,"captopril mus musculus gpl1261 gds3683 chdir down",31,3,0,1,1,NA,NA
102,"vorinostat homo sapiens gpl571 gse18544 chdir down",31,3,0,1,0,NA,NA
102,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",31,3,0,3,1,NA,NA
102,"estradiol homo sapiens gpl6947 gse27375 chdir down",31,3,0,1,0,NA,NA
102,"deferasirox homo sapiens gpl570 gds3558 chdir down",31,3,0,3,1,NA,NA
104,"prednisolone homo sapiens gpl570 gse32962 chdir down",60,7,0,7,0,0.0129317894371601,1
104,"ethanol homo sapiens gpl96 gds2767 chdir down",60,7,0,12,2,1.20550682589208e-10,8.41443764472674e-08
104,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",60,7,0,6,1,1.43976096388988e-05,0.00502476576397568
104,"doxorubicin mus musculus gpl8321 gse17115 chdir down",60,7,0,2,0,NA,NA
104,"celecoxib homo sapiens gpl8300 gse11237 chdir down",60,7,0,1,0,NA,NA
104,"decitabine homo sapiens gpl96 gse19610 chdir down",60,7,0,2,0,0.0445729443361221,1
104,"letrozole homo sapiens gpl3921 gse33366 chdir down",60,7,0,2,1,NA,NA
104,"enzalutamide homo sapiens gpl570 gse44905 chdir down",60,7,0,3,0,NA,NA
104,"valproic acid mus musculus gpl6885 gse41020 chdir down",60,7,0,1,0,NA,NA
104,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",60,7,0,1,0,NA,NA
104,"valproic acid homo sapiens gpl570 gse14973 chdir down",60,7,0,2,0,NA,NA
104,"dexamethasone mus musculus gpl339 gse2342 chdir down",60,7,0,1,0,NA,NA
104,"captopril mus musculus gpl1261 gds3683 chdir down",60,7,0,1,1,NA,NA
104,"vorinostat homo sapiens gpl571 gse18544 chdir down",60,7,0,2,0,NA,NA
104,"probucol mus musculus gpl9526 gds3619 chdir down",60,7,0,1,0,NA,NA
104,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",60,7,0,2,0,NA,NA
104,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",60,7,0,3,0,NA,NA
104,"estradiol homo sapiens gpl6947 gse27375 chdir down",60,7,0,2,1,NA,NA
104,"deferasirox homo sapiens gpl570 gds3558 chdir down",60,7,0,5,0,NA,NA
107,"prednisolone homo sapiens gpl570 gse32962 chdir down",31,3,0,4,0,0.0402548823415737,1
107,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",31,3,0,1,0,NA,NA
107,"celecoxib homo sapiens gpl8300 gds3384 chdir down",31,3,0,1,1,NA,NA
107,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",31,3,0,1,1,NA,NA
107,"estradiol homo sapiens gpl6947 gse27375 chdir down",31,3,0,3,0,NA,NA
107,"deferasirox homo sapiens gpl570 gds3558 chdir down",31,3,0,2,0,NA,NA
108,"prednisolone homo sapiens gpl570 gse32962 chdir down",38,4,0,9,0,2.21944936820481e-05,0.0154917565900696
108,"ethanol homo sapiens gpl96 gds2767 chdir down",38,4,0,5,0,0.000294402781589186,0.0684977138497505
108,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",38,4,0,4,0,0.000338650065486192,0.0590944364273405
108,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",38,4,0,1,0,NA,NA
108,"decitabine homo sapiens gpl96 gse19610 chdir down",38,4,0,2,0,0.019162254187923,1
108,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",38,4,0,1,0,NA,NA
108,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",38,4,0,1,1,NA,NA
108,"enzalutamide homo sapiens gpl570 gse44905 chdir down",38,4,0,4,0,0.0324561402534606,1
108,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",38,4,0,1,0,NA,NA
108,"dexamethasone homo sapiens gpl570 gse37474 chdir down",38,4,0,1,0,NA,NA
108,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",38,4,0,1,0,NA,NA
108,"captopril mus musculus gpl1261 gds3683 chdir down",38,4,0,1,1,NA,NA
108,"vorinostat homo sapiens gpl571 gse18544 chdir down",38,4,0,2,0,NA,NA
108,"probucol mus musculus gpl9526 gds3619 chdir down",38,4,0,2,0,0.0453756880564087,1
108,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",38,4,0,1,0,NA,NA
108,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",38,4,0,1,0,NA,NA
108,"deferasirox homo sapiens gpl570 gds3558 chdir down",38,4,0,1,0,NA,NA
109,"prednisolone homo sapiens gpl570 gse32962 chdir down",24,3,0,8,1,3.95095827183229e-06,0.00137888443686947
109,"ethanol homo sapiens gpl96 gds2767 chdir down",24,3,0,2,0,NA,NA
109,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",24,3,0,2,0,NA,NA
109,"celecoxib homo sapiens gpl8300 gse11237 chdir down",24,3,0,3,0,0.000140572434409173,0.0163532598696005
109,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",24,3,0,1,1,NA,NA
109,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",24,3,0,1,0,NA,NA
109,"enzalutamide homo sapiens gpl570 gse44905 chdir down",24,3,0,1,0,NA,NA
109,"imatinib homo sapiens gpl201 gds838 chdir down",24,3,0,1,1,NA,NA
109,"valproic acid mus musculus gpl6885 gse41020 chdir down",24,3,0,1,0,NA,NA
109,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",24,3,0,2,0,0.00453056310206986,0.210822203016318
109,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",24,3,0,2,0,0.00611440628499934,0.266740974183096
109,"captopril mus musculus gpl1261 gds3683 chdir down",24,3,0,2,0,NA,NA
109,"vorinostat homo sapiens gpl571 gse18544 chdir down",24,3,0,1,0,NA,NA
109,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",24,3,0,1,0,NA,NA
109,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",24,3,0,2,0,0.00169750013073722,0.0911426993272752
109,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",24,3,0,4,2,NA,NA
109,"deferasirox homo sapiens gpl570 gds3558 chdir down",24,3,0,2,1,NA,NA
110,"prednisolone homo sapiens gpl570 gse32962 chdir down",52,4,0,9,0,0.000295019920205962,0.0686413014345872
110,"ethanol homo sapiens gpl96 gds2767 chdir down",52,4,0,7,0,0.000152916796083572,0.0533679618331667
110,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",52,4,0,2,0,NA,NA
110,"doxorubicin mus musculus gpl8321 gse17115 chdir down",52,4,0,1,0,NA,NA
110,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",52,4,0,5,0,0.00387111223731327,0.270203634164466
110,"celecoxib homo sapiens gpl8300 gse11237 chdir down",52,4,0,2,0,0.0206298306650227,0.719981090209293
110,"decitabine homo sapiens gpl96 gse19610 chdir down",52,4,0,1,0,NA,NA
110,"letrozole homo sapiens gpl3921 gse33366 chdir down",52,4,0,5,0,0.00391200543027175,0.248234526393608
110,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",52,4,0,1,0,NA,NA
110,"valproic acid mus musculus gpl6885 gse41020 chdir down",52,4,0,1,0,NA,NA
110,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",52,4,0,2,0,NA,NA
110,"valproic acid homo sapiens gpl570 gse14973 chdir down",52,4,0,5,0,0.0342898764675983,0.886456806458653
110,"dexamethasone mus musculus gpl339 gse2342 chdir down",52,4,0,1,0,NA,NA
110,"celecoxib homo sapiens gpl8300 gds3384 chdir down",52,4,0,1,0,NA,NA
110,"captopril mus musculus gpl1261 gds3683 chdir down",52,4,0,3,1,NA,NA
110,"methylprednisolone rattus norvegicus gpl85 gds253 chdir down",52,4,0,1,0,NA,NA
110,"vorinostat homo sapiens gpl571 gse18544 chdir down",52,4,0,3,0,NA,NA
110,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",52,4,0,1,0,NA,NA
110,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",52,4,0,3,0,NA,NA
110,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",52,4,0,8,3,0.0157246627389591,0.68598841198709
110,"estradiol homo sapiens gpl6947 gse27375 chdir down",52,4,0,4,1,0.037787643109316,0.941991960367948
110,"deferasirox homo sapiens gpl570 gds3558 chdir down",52,4,0,4,1,NA,NA
112,"prednisolone homo sapiens gpl570 gse32962 chdir down",11,2,0,1,0,NA,NA
112,"ethanol homo sapiens gpl96 gds2767 chdir down",11,2,0,2,0,0.0121573641461391,0.942871130445013
112,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",11,2,0,1,1,NA,NA
112,"letrozole homo sapiens gpl3921 gse33366 chdir down",11,2,0,1,0,NA,NA
112,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",11,2,0,1,0,NA,NA
112,"enzalutamide homo sapiens gpl570 gse44905 chdir down",11,2,0,1,0,NA,NA
112,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",11,2,0,2,0,0.0303169228813995,1
112,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",11,2,0,1,1,0.0468339517645744,1
112,"estradiol homo sapiens gpl6947 gse27375 chdir down",11,2,0,1,0,NA,NA
112,"deferasirox homo sapiens gpl570 gds3558 chdir down",11,2,0,1,1,NA,NA
113,"prednisolone homo sapiens gpl570 gse32962 chdir down",43,3,0,10,0,9.26011346004315e-06,0.00323177959755506
113,"ethanol homo sapiens gpl96 gds2767 chdir down",43,3,0,4,1,0.00444197153354449,0.44292801863058
113,"doxorubicin mus musculus gpl8321 gse17115 chdir down",43,3,0,1,0,NA,NA
113,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",43,3,0,4,0,0.0107896482958027,0.68465222822457
113,"decitabine homo sapiens gpl96 gse19610 chdir down",43,3,0,2,0,0.0241731105482402,1
113,"enzalutamide homo sapiens gpl570 gse44905 chdir down",43,3,0,3,0,NA,NA
113,"imatinib homo sapiens gpl201 gds838 chdir down",43,3,0,1,0,NA,NA
113,"valproic acid mus musculus gpl6885 gse41020 chdir down",43,3,0,2,0,NA,NA
113,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",43,3,0,1,0,NA,NA
113,"dexamethasone mus musculus gpl339 gse2342 chdir down",43,3,0,1,0,NA,NA
113,"vorinostat homo sapiens gpl571 gse18544 chdir down",43,3,0,1,0,NA,NA
113,"probucol mus musculus gpl9526 gds3619 chdir down",43,3,0,2,0,NA,NA
113,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",43,3,0,1,0,NA,NA
113,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",43,3,0,2,0,NA,NA
113,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",43,3,0,1,0,NA,NA
113,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",43,3,0,1,0,NA,NA
113,"deferasirox homo sapiens gpl570 gds3558 chdir down",43,3,0,1,0,NA,NA
114,"prednisolone homo sapiens gpl570 gse32962 chdir down",17,2,0,4,0,0.00484614334509371,0.187922669715301
114,"ethanol homo sapiens gpl96 gds2767 chdir down",17,2,0,1,0,NA,NA
114,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",17,2,0,1,0,NA,NA
114,"letrozole homo sapiens gpl3921 gse33366 chdir down",17,2,0,1,0,NA,NA
114,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",17,2,0,2,0,0.0149482116243686,0.336575861735783
114,"enzalutamide homo sapiens gpl570 gse44905 chdir down",17,2,0,1,0,NA,NA
114,"valproic acid mus musculus gpl6885 gse41020 chdir down",17,2,0,1,0,NA,NA
114,"vorinostat homo sapiens gpl6884 gse46703 chdir down",17,2,0,1,0,0.030175011976485,0.448131028927373
114,"dexamethasone homo sapiens gpl570 gse37474 chdir down",17,2,0,1,0,NA,NA
114,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",17,2,0,1,0,NA,NA
114,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",17,2,0,2,0,0.0189864090515851,0.368125375500178
114,"dexamethasone mus musculus gpl339 gse2342 chdir down",17,2,0,1,0,NA,NA
114,"captopril mus musculus gpl1261 gds3683 chdir down",17,2,0,1,0,NA,NA
114,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",17,2,0,1,0,NA,NA
114,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",17,2,0,1,0,NA,NA
114,"estradiol homo sapiens gpl6947 gse27375 chdir down",17,2,0,1,0,NA,NA
114,"deferasirox homo sapiens gpl570 gds3558 chdir down",17,2,0,5,1,0.00589086212684581,0.205591088226919
115,"prednisolone homo sapiens gpl570 gse32962 chdir down",27,3,0,1,0,NA,NA
115,"valproic acid mus musculus gpl6885 gse41020 chdir down",27,3,0,3,1,0.0315788155690963,0.468979005685728
115,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",27,3,0,1,0,NA,NA
115,"celecoxib homo sapiens gpl8300 gds3384 chdir down",27,3,0,1,1,NA,NA
115,"captopril mus musculus gpl1261 gds3683 chdir down",27,3,0,7,0,0.00218415811826949,0.0846967981417835
115,"vorinostat homo sapiens gpl571 gse18544 chdir down",27,3,0,1,0,NA,NA
115,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",27,3,0,1,0,NA,NA
115,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",27,3,0,1,1,NA,NA
115,"deferasirox homo sapiens gpl570 gds3558 chdir down",27,3,0,2,0,NA,NA
116,"prednisolone homo sapiens gpl570 gse32962 chdir down",27,6,0,4,0,0.0256117295940354,1
116,"ethanol homo sapiens gpl96 gds2767 chdir down",27,6,0,3,1,0.00833558937341058,0.969706897106764
116,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",27,6,0,2,0,0.0233983522778075,1
116,"doxorubicin mus musculus gpl8321 gse17115 chdir down",27,6,0,1,0,NA,NA
116,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",27,6,0,1,0,NA,NA
116,"celecoxib homo sapiens gpl8300 gse11237 chdir down",27,6,0,1,0,NA,NA
116,"letrozole homo sapiens gpl3921 gse33366 chdir down",27,6,0,2,0,NA,NA
116,"enzalutamide homo sapiens gpl570 gse44905 chdir down",27,6,0,2,0,NA,NA
116,"imatinib homo sapiens gpl201 gds838 chdir down",27,6,0,1,0,NA,NA
116,"valproic acid mus musculus gpl6885 gse41020 chdir down",27,6,0,3,1,0.00266117945899483,0.928751631189195
116,"dexamethasone homo sapiens gpl570 gse37474 chdir down",27,6,0,1,0,NA,NA
116,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",27,6,0,2,0,NA,NA
116,"dexamethasone mus musculus gpl339 gse2342 chdir down",27,6,0,1,0,NA,NA
