"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"11","Daunorubicin-3.25 mg/kg in Saline-Rat-Bone marrow-3d-up","60/336",2.56281344819445e-06,0.00183497442890723,0,0,1.83810013969561,23.6644454446985,"SPON1;ITGB2;HP;LOXL1;SLC6A4;CTGF;GJA1;SMPD1;SLCO2B1;ACP5;PGLYRP1;CLIC2;CTSD;DLGAP4;APOBEC1;CD53;CPA3;MAP4K2;ANXA1;VWF;MMP2;BGN;HMHA1;PCOLCE;PDGFRL;RCN3;TYROBP;RASA3;COL4A1;PPAP2B;SERPING1;PPARG;LCP2;C1QB;C1QA;ENPEP;LRP1;PTAFR;HTRA1;PTTG1IP;AIF1;C2;PRDX1;CCL5;SERPINH1;HMOX1;FLNA;APOE;BCAP31;VCAM1;CMA1;RARRES2;COL1A1;FABP4;PTPRC;COL5A1;NEDD4;ALOX5AP;CYCS;MXD4",1.66666666666667,1
"12","Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-3d-dn","55/305",4.88756663205582e-06,0.00320787289950597,0,0,1.85617981320081,22.6988813977833,"MDC1;POP7;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TOMM22;TUBA1B;STMN1;CD37;MYBL2;CD36;CD53;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;MRPS7;CKAP5;CCNA2;PSMA1;KIFC1;VDAC2;MCM4;DNAJC9;EEF1E1;PRPS1;PCNA;MRPL16;CDCA8;TYMS;AIF1;USP18;PSMB7;STIP1;PRDX1;CCL5;USP1;RRM1;CDKN2C;MDH2;GGH;HMGA2;IMMT;SOD1;COQ3;POLA2;PRC1;ANP32E;CYCS;GCLM",5.45454545454545,3
"13","Cyclosporin A-350 mg/kg in Corn Oil-Rat-Spleen-3d-dn","57/320",4.89174617062514e-06,0.00296364560306489,0,0,1.83350488934637,22.4200266984805,"MDC1;FEN1;POP7;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;STMN1;KNTC1;MYBL2;CD36;TMPO;SUPT16H;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;ATP1B3;MRPS7;CKAP5;CCNA2;SLC7A7;PSMA1;KIFC1;MCM4;DNAJC9;EEF1E1;PRPS1;PCNA;CDCA8;TYMS;USP18;AURKB;PSMB7;RACGAP1;PRDX1;MGAT3;HMOX1;FLNA;RRM1;CDKN2C;ATAD2;LY86;GGH;SOD1;COQ3;POLA2;PRC1;ANP32E;CYCS;GCLM;MXD3",7.01754385964912,4
"14","Cyclophosphamide-25 mg/kg in Water-Rat-Bone marrow-3d-up","55/306",5.40585862843401e-06,0.00304118161125331,0,0,1.85011386609885,22.4382314045839,"NXT1;ITGB2;HP;CLTA;ATP5G3;ATP5G1;MRPL42;GJA1;TUBA1B;ADORA3;SLCO2B1;PGLYRP1;TPSAB1;CLIC2;APOBEC1;CPA3;ANXA1;MMP2;PCOLCE;SDHB;SLC7A7;PSMA1;COL4A1;C1QB;C1QA;DNMT1;PCNA;NDUFB5;PTTG1IP;COX5A;AIF1;C2;PSMB7;PRDX1;MGAT3;PGK1;HMOX1;CCL2;APOE;BCAP31;VCAM1;MDH2;CMA1;RARRES2;NKG7;HMGA2;RPL35A;SOD1;FABP4;PSMC4;NEDD4;ALOX5AP;LCN2;CYCS;RAN",3.63636363636364,2
"15","Leflunomide-60 mg/kg in Corn Oil-Rat-Spleen-3d-dn","58/333",8.24013357784663e-06,0.004326619470608,0,0,1.79283761373314,20.9878427740049,"POP7;TRAF3IP3;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TOMM22;TUBA1B;STMN1;MYBL2;CD36;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;MRPS7;SDHB;CKAP5;CCNA2;SLC7A7;TYROBP;KIFC1;VDAC2;MCM4;EEF1E1;C1QB;C1QA;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;AIF1;USP18;AURKB;C2;PSMB7;RACGAP1;PRDX1;CCL5;FLNA;NUP88;RRM1;CDKN2C;RARRES2;ATAD2;GGH;SOD1;POLA2;PRC1;ANP32E;CYCS;GCLM;SOLH",6.89655172413793,4
"16","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-up","60/349",8.79712560617097e-06,0.00433038507963766,0,0,1.76963222618259,20.6004400936717,"MTCH2;NXT1;CSE1L;HMGB2;ATP5G3;MKI67;ATP5G1;TUBA1B;CHCHD3;STMN1;KNTC1;MYBL2;CD36;SEPHS1;TMPO;LIG1;VWF;ACTL6A;TIMM23;CACYBP;ATP1B3;MRPS7;SDHB;CCNA2;PSMA1;MSH2;RASA3;KIFC1;COL4A1;CCNE1;PSME3;MCM4;MCM5;DNAJC9;PRPS1;DNMT1;PCNA;NDUFB5;MRPL18;PRIM1;CDCA8;TYMS;C2;PSMB7;STIP1;PERP;POLR2F;TRAP1;RRM1;MDH2;ATAD2;IMMT;SOD1;COQ3;PRC1;TOLLIP;NEDD4;CYCS;TRIP13;CDKN3",3.33333333333333,2
"17","Etoposide-100 mg/kg in Corn Oil-Rat-Spleen-3d-dn","58/334",9.04652412045115e-06,0.00419120141015725,0,0,1.78746983644651,20.7581194907792,"MDC1;FEN1;POP7;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;STMN1;MYBL2;CD36;CD53;SUPT16H;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;ATP1B3;MRPS7;CKAP5;CCNA2;HCK;SLC7A7;TYROBP;PSMA1;KIFC1;VDAC2;MCM4;DNAJC9;EEF1E1;C1QB;C1QA;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;AIF1;USP18;PSMB7;RACGAP1;PRDX1;FLNA;RRM1;CDKN2C;MDH2;ATAD2;GGH;SOD1;COQ3;PRC1;ANP32E;CYCS;GCLM",3.44827586206897,2
"18","Digoxin-11 mg/kg in Corn Oil-Rat-Heart-5d-dn","58/335",9.92565332624095e-06,0.00434302475541521,0,0,1.78213410559145,20.5308761991285,"PLXND1;HSPB7;ATP5G3;BZW2;ATP5G1;LOXL1;TOMM22;CTGF;RGS5;MRPL3;GJA1;EDNRA;CHCHD3;SOX18;ADORA3;STMN1;CD36;PTRF;PTGIS;TNFRSF12A;ACTN2;PGAM1;BGN;ATP1B3;PCOLCE;SDHB;OBSCN;PSMA1;COL4A1;PKP2;TFAM;VDAC2;SUCLG1;ENPEP;NDUFB5;MRPL18;COX17;MRPL16;NDUFB2;ACAT1;HLA-DMB;PLN;PRDX1;SERPINH1;PGK1;CCL2;TNFSF12;GOT2;HMGA2;IMMT;LAMB1;BCKDK;COL5A1;COL5A3;PXMP2;ANP32E;CYCS;RAN",5.17241379310345,3
"19","Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Spleen-3d-dn","55/313",1.07345282710759e-05,0.00444974445594702,0,0,1.80873751765574,20.6956561980385,"POP7;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;SMPD1;CD36;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;PCOLCE;MRPS7;CKAP5;CCNA2;HCK;TYROBP;KIFC1;VDAC2;MCM4;DNAJC9;EEF1E1;C1QB;C1QA;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;AIF1;USP18;C2;PSMB7;PRDX1;CCL5;USP1;HMOX1;FLNA;RRM1;CDKN2C;MDH2;LY86;GGH;IMMT;SOD1;COQ3;PRC1;ANP32E;CYCS;GCLM",5.45454545454545,3
"20","Busulfan-9 mg/kg in Corn Oil-Rat-Bone marrow-5d-dn","51/284",1.19933298130121e-05,0.00472297328036415,0,0,1.84845563344037,20.9451463720722,"FEN1;POP7;NXT1;GMFG;HMGB2;ATP5G3;MKI67;KIF15;TOMM22;TUBA1B;ADORA3;CHEK1;STMN1;CASP2;KNTC1;MYBL2;CD36;TMPO;SMARCC1;SUPT16H;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;SIRT7;CKAP5;CCNA2;ESPL1;KIFC1;VDAC2;MCM4;MCM5;DNAJC9;PRPS1;DNMT1;PCNA;CDCA8;COX5A;RACGAP1;RBM10;RRM1;CDKN2C;ATAD2;NKG7;LSM5;SOD1;PRC1;ANP32E;LCN2;MXD3",1.96078431372549,1
"21","Thioguanine-12 mg/kg in Corn Oil-Rat-Spleen-0.25d-dn","55/315",1.29789743078177e-05,0.00486773341182725,0,0,1.7972534699246,20.2230193169751,"MDC1;FEN1;MTCH2;NXT1;GLDC;HMGB2;ATP5G3;MKI67;ATP5G1;KIF15;TUBA1B;STMN1;MYBL2;POLE;RFC3;LIG1;RFC2;ATP1B3;MRPS7;CKAP5;CCNA2;SLC7A7;PSMA1;ESPL1;KIFC1;MCM4;MCM5;DNAJC9;EEF1E1;SNRPA;PCNA;CDCA4;MRPL18;CDCA8;TYMS;COX5A;USP18;AURKB;PSMB7;RACGAP1;PRDX1;PERP;RRM1;CDKN2C;MDH2;ATAD2;SOD1;BCKDK;CENPE;COQ3;POLA2;ANP32E;CYCS;SOLH;RAN",3.63636363636364,2
"22","Leflunomide-30 mg/kg in Corn Oil-Rat-Spleen-3d-dn","56/324",1.4749534727574e-05,0.00528033343247151,0,0,1.77909939447081,19.7912336496279,"MDC1;FEN1;POP7;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;STMN1;KNTC1;MYBL2;CD36;TMPO;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;MRPS7;SDHB;CKAP5;CCNA2;SLC7A7;TYROBP;KIFC1;MCM4;DNAJC9;EEF1E1;C1QA;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;AIF1;USP18;AURKB;PSMB7;RACGAP1;PRDX1;APOE;RRM1;CDKN2C;ATAD2;GGH;SOD1;BCKDK;POLA2;PRC1;ANP32E;CYCS;GCLM;MXD3",7.14285714285714,4
"23","Etoposide-188 mg/kg in Corn Oil-Rat-Spleen-3d-dn","58/341",1.70942800005887e-05,0.00585367605585377,0,0,1.75077690725259,19.2178695729046,"MDC1;POP7;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;STMN1;MYBL2;CD36;SUPT16H;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;MRPS7;SDHB;CKAP5;CCNA2;HCK;SLC7A7;TYROBP;KIFC1;MCM4;DNAJC9;EEF1E1;C1QB;C1QA;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;COX5A;AIF1;USP18;PSMB7;PRDX1;HMOX1;FLNA;APOE;RRM1;CDKN2C;MDH2;ATAD2;LY86;GGH;SOD1;BCKDK;COQ3;PRC1;ANP32E;CYCS;GCLM",6.89655172413793,4
"24","Ifosfamide-143 mg/kg in Saline-Rat-Bone marrow-3d-dn","51/289",1.96238115870111e-05,0.00643988083580414,0,0,1.81647543216978,19.688353702047,"FEN1;NXT1;GMFG;HP;MKI67;KIF15;TUBA1B;STMN1;CD37;MYBL2;CD36;PGLYRP1;TMPO;CD53;SUPT16H;RFC3;ANXA1;LIG1;ACTL6A;CKAP5;CCNA2;PTP4A3;KIFC1;MCM4;DNAJC9;EEF1E1;PRPS1;PCNA;CDCA8;COX5A;PSMB7;RACGAP1;PGK1;FLNA;RBM10;RRM1;CDKN2C;NKG7;HMGA2;LSM5;SOD1;BST1;PSMC4;PRC1;ALOX5AP;ANP32E;TACC3;LCN2;PTPN6;GCLM;CDKN3",0,0
"25","Thioguanine-12 mg/kg in Corn Oil-Rat-Spleen-3d-dn","57/336",2.17575989803697e-05,0.00685451398277568,0,0,1.74619513271083,18.7463607618708,"MDC1;FEN1;POP7;TRAF3IP3;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;STMN1;CD37;MYBL2;CD36;SUPT16H;RFC3;ANXA1;LIG1;PGAM1;MMP2;ACTL6A;TIMM23;HMHA1;PCOLCE;CKAP5;CCNA2;SLC7A7;KIFC1;MCM4;IRF5;DNAJC9;EEF1E1;PRPS1;PCNA;SP140;CDCA8;TYMS;COX5A;AIF1;USP18;PSMB7;PRDX1;CCL5;FLNA;RRM1;CDKN2C;MDH2;ATAD2;LY86;NKG7;SOD1;POLA2;PRC1;ANP32E;CYCS;GCLM",3.50877192982456,2
"26","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","53/306",2.32668668503045e-05,0.00704807089665377,0,0,1.78283699824071,19.0201612744274,"FEN1;NXT1;TMEM97;ATP5G3;ATP5G1;TUBA1B;SLCO2B1;TK1;CD36;CLIC2;POLE;CAST;ANXA1;PGAM1;IGFBP3;IL18;TIMM23;PCOLCE;HCK;SLC7A7;TYROBP;COL4A1;PPAP2B;C1QB;C1QA;PRPS1;DNMT1;AHCY;PCNA;PTTG1IP;COX5A;C2;PSMB7;CCL5;PGK1;HMOX1;POLR2F;JAM2;CDKN2C;VCAM1;MDH2;FMO1;NKG7;GGH;BCKDK;FABP4;NEDD4;ALOX5AP;ANP32E;LCN2;GCLM;CDO1;RAN",9.43396226415094,5
"27","Cyclosporin A-70 mg/kg in Corn Oil-Rat-Spleen-3d-dn","54/316",2.87818949382238e-05,0.00839578535309077,0,0,1.75899203241757,18.3916055978314,"MDC1;FEN1;POP7;NXT1;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;STMN1;KNTC1;MYBL2;CD36;TMPO;RFC3;ANXA1;LIG1;PGAM1;ACTL6A;TIMM23;MRPS7;CKAP5;CCNA2;SLC7A7;KIFC1;MCM4;DNAJC9;EEF1E1;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;USP18;AURKB;PSMB7;RACGAP1;PRDX1;MGAT3;RRM1;CDKN2C;MDH2;ATAD2;HMGA2;SOD1;COQ3;POLA2;PRC1;ANP32E;CYCS;GCLM;SOLH;MXD3;RAN",3.7037037037037,2
"28","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-up","58/348",3.13750934447628e-05,0.00882536557039114,0,0,1.71556013038257,17.7894942223325,"MDC1;NXT1;ATP5G3;MKI67;ATP5G1;GJA1;TUBA1B;CHCHD3;ADORA3;ACP5;MYBL2;TK1;CD36;POLE;SUPT16H;RFC3;LIG1;VWF;ATP1B3;PCOLCE;CCNA2;SLC7A7;KARS;PSMA1;RASA3;KIFC1;COL4A1;SERPING1;MCM4;MCM5;ANAPC2;C1QB;DNMT1;AHCY;PCNA;PRIM1;HTRA1;PTTG1IP;COX5A;USP18;C2;PSMB7;STIP1;PRDX1;HMOX1;POLR2F;APOE;RRM1;VCAM1;MDH2;ATAD2;HMGA2;SSRP1;SOD1;PRC1;NEDD4;CYCS;RAN",5.17241379310345,3
"29","Vinblastine-0.3 mg/kg in Saline-Rat-Bone marrow-1d-dn","49/279",3.21666076037438e-05,0.00873600694783057,0,0,1.80779454599454,18.7008783316516,"MDC1;FEN1;MTCH2;NXT1;HMGB2;MKI67;KIF15;STMN1;KNTC1;MYBL2;POLE;TMPO;SUPT16H;RFC3;ANXA1;LIG1;PGAM1;CKAP5;CCNA2;ESPL1;KIFC1;CCNE1;VDAC2;MCM4;MCM5;DNAJC9;PRPS1;PCNA;CDCA4;CDCA8;AURKB;RACGAP1;USP1;RBM10;RRM1;CDKN2C;ATAD2;NKG7;LSM5;SOD1;POLA2;PSMC4;PRC1;ANP32E;TACC3;LCN2;MXD3;RAN;CDKN3",2.04081632653061,1
"30","Lead (II) Acetate-600 mg/kg in Saline-Rat-Kidney-1d-up","57/343",3.97875872205597e-05,0.0104455678983043,0,0,1.71055849734938,17.3313027005014,"MTCH2;NXT1;HMGB2;TMEM97;MKI67;TUBA1B;STMN1;KNTC1;ANXA1;TNFRSF12A;LIG1;PGAM1;ACTL6A;TIMM23;ATP1B3;MRPS7;CKAP5;CCNA2;TYROBP;PSMA1;KIFC1;COL4A1;TFAM;VDAC2;SUCLG1;DNAJC9;EEF1E1;PRPS1;PCNA;MRPS33;TIMM13;CDCA8;MRPL15;HMMR;COX5A;PSMB7;RACGAP1;PRDX1;PGK1;HMOX1;BCAP31;TRAP1;NQO1;RRM1;CDKN2C;MDH2;RARRES2;ATAD2;IMMT;LSM5;SOD1;CXCL11;PRC1;NEDD4;ANP32E;GCLM;RAN",3.50877192982456,2
"31","Azathioprine-54 mg/kg in Water-Rat-Bone marrow-5d-up","51/298",4.54875349123069e-05,0.0115567685473977,0,0,1.7616154358962,17.6127583651902,"CDKN1C;SPON1;GMFG;ITGB2;HP;GJA1;SMPD1;SLCO2B1;TPSAB1;CLIC2;CPA3;MAP4K2;ANXA1;PGAM1;PCOLCE;RCN3;HCK;TYROBP;VDAC2;PPARG;LCP2;C1QB;C1QA;AHCY;LRP1;PTTG1IP;COX5A;AIF1;C2;HLA-DMA;HLA-DMB;PRDX1;ALOX5;HMOX1;FLNA;CCL2;APOE;VCAM1;CMA1;LAPTM5;FMO1;NKG7;HMGA2;COL1A1;FABP4;PTPRC;ALOX5AP;LCN2;PTPN7;CDO1;MXD4",1.96078431372549,1
"32","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-up","52/307",5.10216136261805e-05,0.0125576946537437,0,0,1.74350084911844,17.2314743263826,"MDC1;FEN1;NXT1;HMGB2;ATP5G3;MKI67;BZW2;KIF15;TOMM22;TUBA1B;CHCHD3;STMN1;CASP2;MYBL2;TK1;CLIC2;SMARCC1;RFC3;LIG1;ACTL6A;PCOLCE;CKAP5;CCNA2;ESPL1;KIFC1;COL4A1;CCNE1;UBE2V2;VDAC2;MCM4;MCM5;DNAJC9;OPTN;PRPS1;PCNA;CDCA4;CDCA8;C2;RACGAP1;APOE;RBM10;RRM1;CDKN2C;ATAD2;IMMT;LSM5;SOD1;COL1A1;PSMC4;PRC1;ANP32E;RAN",1.92307692307692,1
"33","Hydroxyurea-400 mg/kg in Saline-Rat-Bone marrow-5d-up","52/307",5.10216136261805e-05,0.0121771584521151,0,0,1.74350084911844,17.2314743263826,"CDKN1C;SPON1;GMFG;ATP5G3;GJA1;SMPD1;SLCO2B1;ACP5;ACP2;TPSAB1;CLIC2;APOBEC1;CPA3;PGAM1;MMP2;BGN;PCOLCE;RCN3;TYROBP;RASA3;COL4A1;PPAP2B;SERPING1;VDAC2;PPARG;C1QB;C1QA;LRP1;NDUFB5;HTRA1;PTTG1IP;AIF1;C2;HLA-DMB;CCL5;FLNA;CCL2;APOE;CD14;BCAP31;VCAM1;CMA1;RARRES2;LAPTM5;FMO1;COL1A1;FABP4;COL5A1;NEDD4;PTPN6;CDO1;MXD4",0,0
