"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP006 SKBR3 3H-AZD-7762-0.04","6/29",2.71591310261213e-05,0.0055186354522464,0,0,9.78234287111763,102.849569580881,"CX3CR1;IFI16;CASP10;FAS;SLC2A5;GBP2"
"LJP006 HA1E 24H-KIN001-043-1.11","10/93",2.72276404206031e-05,0.00549882120957802,0,0,5.0840133201149,53.4394768992699,"ISG20;CD52;GLIPR1;MX1;IFI6;ISG15;CFLAR;IFIT1;IL7R;ICAM1"
"CPC008 PC3 24H-vorinostat-10.0","11/113",2.79590791450854e-05,0.00561231915372347,0,0,4.60260674909517,48.2572666099825,"CD52;CDV3;NUDT21;HLA-DMA;FAM125B;CASP10;EED;ELF4;RFX5;UBE2L6;EVI2B"
"CPC006 MCF7 24H-vorinostat-10.0","19/304",2.81845996301613e-05,0.00562350677319622,0,0,2.95508274231678,30.9596183262397,"CDV3;APOBEC3G;BTN3A1;EED;UBE2L6;ARRB2;CYLD;NUDT21;HLA-DMA;FRAT2;BCL6;CASP10;CCL5;RFX5;ATXN7L1;IKBKE;CD44;MYO1F;ASB1"
"CPC009 A549 24H-vorinostat-10.0","12/134",2.82560756327203e-05,0.00560400886845108,0,0,4.23414840690166,44.3493259525791,"ACVR1;HLA-DMA;CASP10;CCL5;RFX5;DPYD;ERAP1;ZYX;PMAIP1;UBE2L6;CFLAR;ASB1"
"CPC006 THP1 6H-mk-0591-80.0","9/75",2.84351416968784e-05,0.00560595433418041,0,0,5.67375886524823,59.3922541505389,"LYN;ATRN;CYLD;CD40;TNIP1;EED;COBLL1;ATXN7L1;ETV6"
"LJP008 HCC515 24H-KU-55933-10","8/58",2.84663206823676e-05,0.005578893534442,0,0,6.52156191407842,68.2598118524621,"PRKCB;MX1;IFI6;IFI44;ME2;IGF1;CD69;IFI44L"
"LJP006 A549 24H-BMS-387032-0.12","10/94",2.99031637968599e-05,0.00582601581244586,0,0,5.02992807202857,52.3995084279532,"CECR1;OAS1;CHN2;IFI6;IFI44;ISG15;CFLAR;NMI;IFIT1;IFI44L"
"CPC006 SW948 6H-dl-pdmp-64.0","7/43",3.00724409968718e-05,0.00582473285530638,0,0,7.69695970091814,80.1399853865153,"TLE1;PLXND1;EED;HFE;CPOX;UBE2L6;IL16"
"CPC010 HEPG2 6H-BRD-K65955264-10.0","7/43",3.00724409968718e-05,0.00579086812940344,0,0,7.69695970091814,80.1399853865153,"STK10;HCK;CASP10;ERAP1;ATXN7L1;CFLAR;ERG"
"CPC013 HEPG2 6H-BRD-K68202742 (trichostatin a)-10.0","11/114",3.03668766892616e-05,0.00581376487182099,0,0,4.56223300568205,47.4570691335312,"CLEC7A;HFE;CCL5;RFX5;CASP1;SPAG1;CXCR4;CFLAR;BAHCC1;MYO1F;CRYZ"
"CPD002 MCF7 24H-vorinostat-10.0","15/204",3.1034568226546e-05,0.00590744789788179,0,0,3.47656793213739,36.0881966022241,"BTN3A1;EED;HFE;ERAP1;UBE2L6;CRYZ;HLA-DMA;FRAT2;CASP10;RFX5;DPYD;ZYX;EVI2B;IKBKE;ASB1"
"LJP006 HS578T 24H-BI-2536-0.04","9/76",3.16602650186422e-05,0.00599211221532828,0,0,5.59910414333707,58.009228067046,"BCL6;IFIT5;CASP1;TNFSF10;FAS;CD58;IKBKE;GBP1;IGF1R"
"CPC002 HCC515 24H-alfadolone acetate-10.0","8/59",3.23303872050659e-05,0.00608417474215333,0,0,6.41102696638218,66.2868324856323,"ITSN2;PTPRC;ITSN1;MYCBP2;CYBB;ADARB1;CTSS;RELB"
"CPC020 MCF7 24H-trichostatin a-10.0","13/158",3.2548114347445e-05,0.00609054291130919,0,0,3.89023550887273,40.196990928343,"BTN3A1;UBE2L6;CRYZ;HLA-DMA;CD4;BCL6;CASP10;COBLL1;RFX5;ZYX;ATXN7L1;EVI2B;ASB1"
"CPC016 NPC 24H-vincristine sulfate-10.0","12/136",3.2748967284901e-05,0.00609369969350115,0,0,4.17188151856487,43.081514933941,"BCL6;CLEC7A;EED;HFE;AP1S2;FAS;ATXN7L1;ERG;CFLAR;IKBKE;IFI44L;MYO1F"
"CPC006 PC3 24H-bi 2536-10.0","11/115",3.29515135303336e-05,0.00609713452311831,0,0,4.5225614143283,46.6749746132582,"PTPRC;ZEB1;FAM125B;BCL6;CLEC7A;EED;CCL5;UBE2L6;RBM23;BAHCC1;IKBKE"
"CPC009 HEPG2 6H-lamivudine-10.0","6/30",3.33469806054087e-05,0.00613602969239857,0,0,9.45626477541371,97.4803151420405,"MX2;LST1;CASP1;ZYX;ADARB1;ATXN7L1"
"CPC006 VCAP 6H-pi 103 hydrochloride-11.1","9/78",3.90469619671133e-05,0.00714516258183846,0,0,5.45553737043099,55.3777713215629,"CDV3;ATRN;TNIP1;EED;COBLL1;RFX5;CFLAR;HERC6;ETV6"
"LJP007 HA1E 24H-TPCA-1-10","9/78",3.90469619671133e-05,0.00710590344677341,0,0,5.45553737043099,55.3777713215629,"IFI16;TNFSF10;PECAM1;ISG15;IFIT1;GBP1;CD44;CYTH1;ICAM1"
"CPC016 HT29 6H-jlk 6-10.0","6/31",4.06173602306635e-05,0.00735129829617381,0,0,9.15122397620682,92.5309081753346,"IRF1;IL16;ATXN7L1;CFLAR;BAHCC1;IGF1R"
"CPC003 PC3 24H-cgk 733-10.0","12/139",4.06485197523153e-05,0.00731695447128497,0,0,4.08184091025052,41.2696490110339,"FRAT2;PTPRC;BCL6;BTN3A1;TNIP1;EED;COBLL1;PSD4;PRKCD;CFLAR;IKBKE;ASB1"
"CPC005 A375 24H-homatropine bromide-10.0","7/45",4.08364597951792e-05,0.00731105072906016,0,0,7.35487260309955,74.3278663222094,"MX2;DPYD;CASP1;ZYX;ARRB2;ICAM1;ARHGEF6"
